District,School,School Type,Overall Points,Overall Possible,Grade,All Students Participation,Below Proficient Participation,Growth ELA All Students,Growth ELA All Students Possible,Growth Math All Students,Growth Math All Students Possible,Growth Science All Students,Growth Science All Students Possible,Growth ELA Below Proficient,Growth ELA Below Proficient Possible,Growth Math Below Proficient,Growth Math Below Proficient Possible,Growth Science Below Proficient,Growth Science Below Proficient Possible,ELA Proficient,ELA Proficient Possible,Math Proficient,Math Proficient Possible,Science Proficient,Science Proficient Possible,College Career Readiness GRAD,College Career Readiness GRAD Possible,Number of Students Meeting All Four CCR Benchmarks ACT,College Career Readiness ACT Possible
NEBO DISTRICT,ORCHARD HILLS SCHOOL,Elem/Middle/Jr High School,285,600,C,100%,100%,31,50,21,50,24,50,34,50,30,50,27,50,41,100,29,100,48,100,NA,NA,NA,NA
NEBO DISTRICT,PARK SCHOOL,Elem/Middle/Jr High School,232,600,C,100%,100%,26,50,20,50,23,50,26,50,23,50,23,50,34,100,25,100,32,100,NA,NA,NA,NA
NEBO DISTRICT,PARK VIEW SCHOOL,Elem/Middle/Jr High School,303,600,B,100%,100%,29,50,25,50,32,50,28,50,38,50,33,50,41,100,39,100,38,100,NA,NA,NA,NA
NEBO DISTRICT,PAYSON HIGH,High School Report,401,900,C,97.48%,94.59%,22,50,27,50,24,50,21,50,30,50,25,50,25,100,21,100,24,100,143,150,39,150
NEBO DISTRICT,PAYSON JR HIGH,Elem/Middle/Jr High School,301,600,C,99.58%,99.26%,33,50,27,50,30,50,30,50,28,50,29,50,42,100,36,100,46,100,NA,NA,NA,NA
NEBO DISTRICT,REES SCHOOL,Elem/Middle/Jr High School,350,600,B,100%,100%,35,50,32,50,37,50,40,50,35,50,38,50,43,100,47,100,43,100,NA,NA,NA,NA
NEBO DISTRICT,RIVERVIEW SCHOOL,Elem/Middle/Jr High School,353,600,B,99.84%,100%,34,50,31,50,38,50,35,50,32,50,37,50,49,100,49,100,48,100,NA,NA,NA,NA
NEBO DISTRICT,SAGE CREEK SCHOOL,Elem/Middle/Jr High School,342,600,B,100%,100%,33,50,28,50,32,50,30,50,27,50,27,50,54,100,53,100,58,100,NA,NA,NA,NA
NEBO DISTRICT,SALEM HILLS HIGH,High School Report,479,900,B,99.21%,99.51%,30,50,38,50,30,50,37,75,NA,NA,39,75,46,100,33,100,40,100,144,150,42,150
NEBO DISTRICT,SALEM JUNIOR HIGH,Elem/Middle/Jr High School,295,600,C,99.96%,100%,26,50,27,50,26,50,27,50,29,50,29,50,43,100,40,100,48,100,NA,NA,NA,NA
NEBO DISTRICT,SALEM SCHOOL,Elem/Middle/Jr High School,303,600,B,99.75%,100%,38,50,24,50,26,50,41,50,28,50,19,50,45,100,33,100,49,100,NA,NA,NA,NA
NEBO DISTRICT,SANTAQUIN SCHOOL,Elem/Middle/Jr High School,277,600,C,100%,100%,28,50,26,50,26,50,29,50,32,50,25,50,36,100,36,100,39,100,NA,NA,NA,NA
NEBO DISTRICT,SIERRA BONITA ELEMENTARY,Elem/Middle/Jr High School,379,600,B,100%,100%,35,50,27,50,36,50,37,50,30,50,41,50,60,100,52,100,61,100,NA,NA,NA,NA
NEBO DISTRICT,SPANISH FORK HIGH,High School Report,450,900,C,99.61%,99.26%,26,50,25,50,33,50,39,75,NA,NA,52,75,32,100,23,100,42,100,143,150,35,150
NEBO DISTRICT,SPANISH FORK JR HIGH,Elem/Middle/Jr High School,309,600,B,99.69%,98.7%,35,50,28,50,26,50,33,50,33,50,29,50,47,100,32,100,46,100,NA,NA,NA,NA
NEBO DISTRICT,SPANISH OAKS SCHOOL,Elem/Middle/Jr High School,308,600,B,100%,100%,32,50,26,50,31,50,31,50,23,50,26,50,46,100,45,100,48,100,NA,NA,NA,NA
NEBO DISTRICT,SPRING LAKE SCHOOL,Elem/Middle/Jr High School,375,600,B,100%,100%,37,50,31,50,43,50,39,50,32,50,36,50,51,100,50,100,56,100,NA,NA,NA,NA
NEBO DISTRICT,SPRINGVILLE HIGH,High School Report,508,900,B,99.27%,98.92%,31,50,36,50,32,50,46,75,NA,NA,43,75,46,100,36,100,42,100,144,150,52,150
NEBO DISTRICT,SPRINGVILLE JR HIGH,Elem/Middle/Jr High School,345,600,B,99.92%,99.62%,35,50,34,50,33,50,35,50,39,50,31,50,44,100,42,100,52,100,NA,NA,NA,NA
NEBO DISTRICT,TAYLOR SCHOOL,Elem/Middle/Jr High School,343,600,B,100%,100%,34,50,32,50,40,50,34,50,31,50,37,50,43,100,46,100,46,100,NA,NA,NA,NA
NEBO DISTRICT,WESTSIDE SCHOOL,Elem/Middle/Jr High School,331,600,B,100%,100%,31,50,31,50,35,50,35,50,29,50,36,50,44,100,43,100,47,100,NA,NA,NA,NA
NEBO DISTRICT,WILSON SCHOOL,Elem/Middle/Jr High School,261,600,C,99.63%,99.45%,27,50,18,50,31,50,31,50,31,50,34,50,22,100,30,100,37,100,NA,NA,NA,NA
NO UT ACAD FOR MATH ENGINEERING & SCIENCE (NUAMES),NO UT ACAD FOR MATH ENGINEERING & SCIENCE (NUAMES),High School Report,686,900,A,100%,100%,41,50,46,50,45,50,NA,NA,NA,NA,113,150,76,100,66,100,80,100,147,150,72,150
NOAH WEBSTER ACADEMY,NOAH WEBSTER ACADEMY,Elem/Middle/Jr High School,348,600,B,100%,100%,33,50,36,50,34,50,33,50,30,50,34,50,48,100,52,100,48,100,NA,NA,NA,NA
NORTH DAVIS PREPARATORY ACADEMY,NORTH DAVIS PREPARATORY ACADEMY,Elem/Middle/Jr High School,336,600,B,100%,100%,30,50,31,50,32,50,26,50,35,50,36,50,49,100,50,100,47,100,NA,NA,NA,NA
NORTH SANPETE DISTRICT,FAIRVIEW SCHOOL,Elem/Middle/Jr High School,370,600,B,100%,100%,34,50,39,50,35,50,33,50,31,50,23,50,55,100,63,100,57,100,NA,NA,NA,NA
NORTH SANPETE DISTRICT,FOUNTAIN GREEN SCHOOL,Elem/Middle/Jr High School,296,600,C,100%,100%,24,50,38,50,28,50,30,50,38,50,29,50,27,100,38,100,44,100,NA,NA,NA,NA
NORTH SANPETE DISTRICT,MORONI SCHOOL,Elem/Middle/Jr High School,266,600,C,100%,100%,29,50,35,50,18,50,31,50,38,50,19,50,32,100,33,100,31,100,NA,NA,NA,NA
NORTH SANPETE DISTRICT,MT PLEASANT SCHOOL,Elem/Middle/Jr High School,300,600,C,100%,100%,22,50,31,50,31,50,25,50,34,50,28,50,38,100,43,100,48,100,NA,NA,NA,NA
NORTH SANPETE DISTRICT,NORTH SANPETE HIGH,High School Report,433,900,C,100%,100%,27,50,31,50,28,50,23,50,29,50,29,50,33,100,37,100,43,100,126,150,27,150
NORTH SANPETE DISTRICT,NORTH SANPETE MIDDLE,Elem/Middle/Jr High School,318,600,B,99.9%,99.44%,29,50,36,50,23,50,35,50,39,50,29,50,40,100,50,100,37,100,NA,NA,NA,NA
NORTH SANPETE DISTRICT,SPRING CITY SCHOOL,Elem/Middle/Jr High School,423,600,A,100%,100%,82,100,76,100,89,100,NA,NA,NA,NA,NA,NA,65,100,35,100,76,100,NA,NA,NA,NA
NORTH STAR ACADEMY,NORTH STAR ACADEMY,Elem/Middle/Jr High School,365,600,B,100%,100%,35,50,31,50,26,50,36,50,25,50,27,50,66,100,64,100,55,100,NA,NA,NA,NA
NORTH SUMMIT DISTRICT,NORTH SUMMIT HIGH,High School Report,444,900,C,100%,100%,34,50,31,50,23,50,33,75,NA,NA,28,75,41,100,42,100,47,100,134,150,31,150
NORTH SUMMIT DISTRICT,NORTH SUMMIT MIDDLE,Elem/Middle/Jr High School,334,600,B,100%,100%,35,50,33,50,34,50,36,50,33,50,38,50,42,100,35,100,48,100,NA,NA,NA,NA
NORTH SUMMIT DISTRICT,NORTH SUMMIT SCHOOL,Elem/Middle/Jr High School,336,600,B,100%,100%,46,75,54,75,NA,NA,NA,NA,113,150,NA,NA,45,100,47,100,31,100,NA,NA,NA,NA
ODYSSEY CHARTER SCHOOL,ODYSSEY CHARTER SCHOOL,Elem/Middle/Jr High School,351,600,B,99.82%,100%,38,50,30,50,28,50,39,50,27,50,30,50,50,100,46,100,63,100,NA,NA,NA,NA
OGDEN CITY DISTRICT,BEN LOMOND HIGH,High School Report,366,900,D,99.39%,99.51%,35,50,25,50,31,50,34,50,24,50,33,50,27,100,8,100,20,100,122,150,7,150
OGDEN CITY DISTRICT,BONNEVILLE SCHOOL,Elem/Middle/Jr High School,225,600,D,99.49%,100%,29,50,31,50,23,50,32,50,36,50,25,50,16,100,16,100,17,100,NA,NA,NA,NA
OGDEN CITY DISTRICT,DEE SCHOOL,Elem/Middle/Jr High School,217,600,D,99%,98.93%,21,50,34,50,28,50,22,50,34,50,27,50,18,100,19,100,14,100,NA,NA,NA,NA
OGDEN CITY DISTRICT,GRAMERCY SCHOOL,Elem/Middle/Jr High School,255,600,C,99.55%,100%,32,50,28,50,28,50,33,50,28,50,26,50,30,100,22,100,28,100,NA,NA,NA,NA
OGDEN CITY DISTRICT,HERITAGE SCHOOL,Elem/Middle/Jr High School,245,600,C,99.91%,100%,27,50,35,50,29,50,25,50,33,50,26,50,23,100,25,100,22,100,NA,NA,NA,NA
OGDEN CITY DISTRICT,HIGHLAND JUNIOR HIGH,Elem/Middle/Jr High School,227,600,D,99.96%,100%,26,50,30,50,27,50,27,50,32,50,29,50,20,100,15,100,21,100,NA,NA,NA,NA
OGDEN CITY DISTRICT,HILLCREST SCHOOL,Elem/Middle/Jr High School,232,600,C,100%,100%,32,50,29,50,25,50,34,50,31,50,28,50,22,100,14,100,17,100,NA,NA,NA,NA
OGDEN CITY DISTRICT,HORACE MANN SCHOOL,Elem/Middle/Jr High School,385,600,A,100%,100%,37,50,36,50,41,50,39,50,33,50,40,50,53,100,53,100,53,100,NA,NA,NA,NA
OGDEN CITY DISTRICT,JAMES MADISON SCHOOL,Elem/Middle/Jr High School,277,600,C,99.88%,100%,32,50,41,50,39,50,30,50,37,50,38,50,15,100,26,100,19,100,NA,NA,NA,NA
OGDEN CITY DISTRICT,LINCOLN SCHOOL,Elem/Middle/Jr High School,258,600,C,100%,100%,30,50,36,50,28,50,34,50,30,50,30,50,26,100,18,100,26,100,NA,NA,NA,NA
OGDEN CITY DISTRICT,MOUND FORT JUNIOR HIGH,Elem/Middle/Jr High School,230,600,D,99.49%,99.13%,30,50,23,50,32,50,30,50,27,50,33,50,21,100,8,100,26,100,NA,NA,NA,NA
OGDEN CITY DISTRICT,MOUNT OGDEN JUNIOR HIGH,Elem/Middle/Jr High School,272,600,C,99.61%,99.03%,29,50,27,50,28,50,28,50,27,50,23,50,40,100,29,100,41,100,NA,NA,NA,NA
OGDEN CITY DISTRICT,ODYSSEY SCHOOL,Elem/Middle/Jr High School,260,600,C,99.35%,100%,26,50,34,50,37,50,25,50,30,50,35,50,21,100,22,100,30,100,NA,NA,NA,NA
OGDEN CITY DISTRICT,OGDEN HIGH,High School Report,381,900,D,99.2%,98.62%,30,50,22,50,23,50,26,50,25,50,26,50,31,100,7,100,24,100,134,150,33,150
OGDEN CITY DISTRICT,POLK SCHOOL,Elem/Middle/Jr High School,266,600,C,100%,100%,27,50,29,50,24,50,22,50,28,50,19,50,44,100,35,100,38,100,NA,NA,NA,NA
OGDEN CITY DISTRICT,SHADOW VALLEY SCHOOL,Elem/Middle/Jr High School,347,600,B,100%,100%,29,50,25,50,34,50,26,50,25,50,26,50,60,100,58,100,64,100,NA,NA,NA,NA
OGDEN CITY DISTRICT,TAYLOR CANYON SCHOOL,Elem/Middle/Jr High School,321,600,B,99.71%,100%,32,50,25,50,27,50,25,50,19,50,32,50,58,100,53,100,50,100,NA,NA,NA,NA
OGDEN CITY DISTRICT,THOMAS O SMITH SCHOOL,Elem/Middle/Jr High School,241,600,C,100%,100%,27,50,36,50,32,50,21,50,33,50,30,50,19,100,27,100,16,100,NA,NA,NA,NA
OGDEN CITY DISTRICT,WASATCH SCHOOL,Elem/Middle/Jr High School,335,600,B,100%,100%,34,50,31,50,33,50,24,50,24,50,33,50,54,100,49,100,53,100,NA,NA,NA,NA
OGDEN PREPARATORY ACADEMY,OGDEN PREPARATORY ACADEMY,Elem/Middle/Jr High School,310,600,B,100%,100%,31,50,24,50,33,50,32,50,31,50,33,50,45,100,33,100,48,100,NA,NA,NA,NA
OPEN CLASSROOM,OPEN CLASSROOM,Elem/Middle/Jr High School,335,600,B,100%,100%,31,50,26,50,36,50,37,50,33,50,44,50,42,100,34,100,52,100,NA,NA,NA,NA
PACIFIC HERITAGE ACADEMY,PACIFIC HERITAGE ACADEMY,Elem/Middle/Jr High School,207,600,D,99.46%,100%,33,50,23,50,25,50,34,50,24,50,26,50,21,100,14,100,7,100,NA,NA,NA,NA
PARADIGM HIGH SCHOOL,PARADIGM HIGH SCHOOL,High School Report,356,900,D,98.94%,98.89%,23,50,17,50,17,50,25,50,21,50,24,50,34,100,11,100,28,100,118,150,38,150
PARK CITY DISTRICT,ECKER HILL MIDDLE,Elem/Middle/Jr High School,349,600,B,99.86%,100%,33,50,28,50,30,50,33,50,30,50,29,50,59,100,49,100,58,100,NA,NA,NA,NA
PARK CITY DISTRICT,JEREMY RANCH SCHOOL,Elem/Middle/Jr High School,435,600,A,99.86%,100%,36,50,34,50,38,50,70,75,NA,NA,58,75,67,100,66,100,66,100,NA,NA,NA,NA
PARK CITY DISTRICT,MCPOLIN SCHOOL,Elem/Middle/Jr High School,335,600,B,100%,100%,37,50,25,50,29,50,46,50,23,50,35,50,45,100,52,100,43,100,NA,NA,NA,NA
PARK CITY DISTRICT,PARK CITY HIGH,High School Report,556,900,B,99.15%,96.83%,25,50,35,50,33,50,19,50,45,50,33,50,53,100,46,100,55,100,135,150,77,150
PARK CITY DISTRICT,PARLEYS PARK SCHOOL,Elem/Middle/Jr High School,378,600,B,99.54%,96.63%,33,50,38,50,35,50,33,50,38,50,32,50,58,100,59,100,52,100,NA,NA,NA,NA
PARK CITY DISTRICT,TRAILSIDE SCHOOL,Elem/Middle/Jr High School,402,600,A,100%,100%,40,50,34,50,37,50,38,50,33,50,44,50,64,100,58,100,54,100,NA,NA,NA,NA
PARK CITY DISTRICT,TREASURE MTN JUNIOR HIGH SCHOOL,Elem/Middle/Jr High School,343,600,B,99.64%,98.1%,29,50,32,50,28,50,29,50,31,50,31,50,56,100,51,100,56,100,NA,NA,NA,NA
PINNACLE CANYON ACADEMY,PINNACLE CANYON ACADEMY,Elem/Middle/Jr High School,156,600,F,99.41%,99.31%,14,50,21,50,18,50,13,50,19,50,18,50,22,100,17,100,14,100,NA,NA,NA,NA
PINNACLE CANYON ACADEMY,PINNACLE CANYON ACADEMY,High School Report,306,900,F,99.2%,100%,18,50,25,50,25,50,13,50,26,50,24,50,10,100,10,100,24,100,122,150,9,150
PIUTE DISTRICT,CIRCLEVILLE SCHOOL,Elem/Middle/Jr High School,144,600,F,100%,100%,20,100,37,100,22,100,NA,NA,NA,NA,NA,NA,13,100,33,100,19,100,NA,NA,NA,NA
PIUTE DISTRICT,OSCARSON SCHOOL,Elem/Middle/Jr High School,206,600,D,100%,100%,75,150,50,150,NA,NA,NA,NA,NA,NA,NA,NA,32,100,26,100,23,100,NA,NA,NA,NA
PIUTE DISTRICT,PIUTE HIGH,High School Report,370,900,D,100%,100%,20,50,21,50,26,50,23,75,NA,NA,44,75,26,100,27,100,42,100,129,150,12,150
PROMONTORY SCHOOL OF EXPEDITIONARY LEARNING,PROMONTORY SCHOOL OF EXPEDITIONARY LEARNING,Elem/Middle/Jr High School,233,600,C,100%,100%,20,50,22,50,26,50,23,50,26,50,24,50,30,100,27,100,35,100,NA,NA,NA,NA
PROVIDENCE HALL,PROVIDENCE HALL,Elem/Middle/Jr High School,309,600,B,99.84%,99.29%,32,50,29,50,27,50,29,50,30,50,26,50,46,100,45,100,45,100,NA,NA,NA,NA
PROVO DISTRICT,AMELIA EARHART SCHOOL,Elem/Middle/Jr High School,328,600,B,100%,100%,32,50,32,50,32,50,31,50,33,50,21,50,48,100,49,100,50,100,NA,NA,NA,NA
PROVO DISTRICT,CANYON CREST SCHOOL,Elem/Middle/Jr High School,381,600,A,100%,100%,35,50,35,50,29,50,27,50,31,50,25,50,73,100,67,100,59,100,NA,NA,NA,NA
PROVO DISTRICT,CENTENNIAL MIDDLE,Elem/Middle/Jr High School,321,600,B,99.76%,99.44%,29,50,28,50,31,50,24,50,24,50,29,50,49,100,53,100,54,100,NA,NA,NA,NA
PROVO DISTRICT,DIXON MIDDLE,Elem/Middle/Jr High School,322,600,B,99.96%,100%,35,50,24,50,32,50,38,50,23,50,31,50,51,100,42,100,46,100,NA,NA,NA,NA
PROVO DISTRICT,EDGEMONT SCHOOL,Elem/Middle/Jr High School,360,600,B,99.12%,96.47%,33,50,36,50,33,50,36,50,33,50,29,50,54,100,53,100,53,100,NA,NA,NA,NA
PROVO DISTRICT,ESCHOOL@PROVO SCHOOL DISTRICT,Elem/Middle/Jr High School,258,600,D,86.44%,89.47%,29,100,67,100,57,100,NA,NA,NA,NA,NA,NA,38,100,34,100,33,100,NA,NA,NA,NA
PROVO DISTRICT,ESCHOOL@PROVO SCHOOL DISTRICT,High School Report,0,0,,57.04%,58.73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,150,NA,NA
PROVO DISTRICT,FRANKLIN SCHOOL,Elem/Middle/Jr High School,275,600,C,100%,100%,31,50,26,50,30,50,33,50,26,50,27,50,35,100,34,100,33,100,NA,NA,NA,NA
PROVO DISTRICT,LAKEVIEW SCHOOL,Elem/Middle/Jr High School,337,600,B,100%,100%,32,50,25,50,22,50,39,50,32,50,25,50,55,100,50,100,57,100,NA,NA,NA,NA
PROVO DISTRICT,PROVO HIGH,High School Report,462,900,B,98.83%,97.81%,30,50,27,50,32,50,30,50,25,50,32,50,47,100,21,100,50,100,122,150,46,150
PROVO DISTRICT,PROVO PEAKS SCHOOL,Elem/Middle/Jr High School,341,600,B,99.84%,100%,31,50,34,50,37,50,32,50,33,50,32,50,49,100,47,100,46,100,NA,NA,NA,NA
PROVO DISTRICT,PROVOST SCHOOL,Elem/Middle/Jr High School,392,600,A,99.83%,100%,34,50,33,50,32,50,57,75,NA,NA,54,75,61,100,64,100,57,100,NA,NA,NA,NA
PROVO DISTRICT,ROCK CANYON SCHOOL,Elem/Middle/Jr High School,378,600,B,100%,100%,32,50,33,50,31,50,38,50,32,50,30,50,67,100,62,100,53,100,NA,NA,NA,NA
PROVO DISTRICT,SPRING CREEK SCHOOL,Elem/Middle/Jr High School,363,600,B,99.88%,100%,36,50,42,50,39,50,36,50,37,50,37,50,42,100,48,100,46,100,NA,NA,NA,NA
PROVO DISTRICT,SUNSET VIEW SCHOOL,Elem/Middle/Jr High School,372,600,B,99.62%,100%,36,50,40,50,36,50,34,50,37,50,33,50,51,100,53,100,52,100,NA,NA,NA,NA
PROVO DISTRICT,TIMPANOGOS SCHOOL,Elem/Middle/Jr High School,313,600,B,99.78%,100%,31,50,34,50,32,50,33,50,36,50,30,50,42,100,49,100,26,100,NA,NA,NA,NA
PROVO DISTRICT,TIMPVIEW HIGH,High School Report,485,900,B,98.69%,97.56%,31,50,29,50,30,50,34,50,30,50,31,50,49,100,25,100,46,100,121,150,59,150
PROVO DISTRICT,WASATCH SCHOOL,Elem/Middle/Jr High School,429,600,A,99.29%,100%,37,50,37,50,33,50,39,50,32,50,36,50,70,100,73,100,72,100,NA,NA,NA,NA
PROVO DISTRICT,WESTRIDGE SCHOOL,Elem/Middle/Jr High School,367,600,B,100%,100%,31,50,33,50,25,50,29,50,30,50,24,50,62,100,70,100,63,100,NA,NA,NA,NA
QUEST ACADEMY,QUEST ACADEMY,Elem/Middle/Jr High School,324,600,B,100%,100%,31,50,30,50,31,50,28,50,30,50,34,50,48,100,41,100,51,100,NA,NA,NA,NA
RANCHES ACADEMY,RANCHES ACADEMY,Elem/Middle/Jr High School,383,600,A,99.64%,100%,38,50,28,50,37,50,39,50,29,50,45,50,60,100,48,100,59,100,NA,NA,NA,NA
REAGAN ACADEMY,REAGAN ACADEMY,Elem/Middle/Jr High School,268,600,C,100%,100%,22,50,24,50,21,50,18,50,22,50,20,50,51,100,40,100,50,100,NA,NA,NA,NA
RENAISSANCE ACADEMY,RENAISSANCE ACADEMY,Elem/Middle/Jr High School,308,600,B,100%,100%,22,50,23,50,29,50,28,50,24,50,33,50,46,100,51,100,52,100,NA,NA,NA,NA
RICH DISTRICT,NORTH RICH SCHOOL,Elem/Middle/Jr High School,380,600,B,100%,100%,57,100,78,100,63,100,NA,NA,NA,NA,NA,NA,56,100,66,100,60,100,NA,NA,NA,NA
RICH DISTRICT,RICH HIGH,High School Report,446,900,C,99.58%,100%,29,50,21,50,25,50,NA,NA,38,75,40,75,51,100,34,100,37,100,144,150,27,150
RICH DISTRICT,RICH MIDDLE SCHOOL,Elem/Middle/Jr High School,362,600,B,100%,100%,33,50,39,50,21,50,41,50,36,50,29,50,58,100,59,100,46,100,NA,NA,NA,NA
RICH DISTRICT,SOUTH RICH SCHOOL,Elem/Middle/Jr High School,251,600,C,100%,100%,33,50,26,50,23,50,60,150,NA,NA,NA,NA,38,100,28,100,43,100,NA,NA,NA,NA
ROCKWELL CHARTER HIGH SCHOOL,ROCKWELL CHARTER HIGH SCHOOL,High School Report,364,900,D,98.37%,98.62%,22,50,28,50,23,50,24,50,26,50,18,50,23,100,19,100,35,100,123,150,23,150
SALT LAKE ARTS ACADEMY,SALT LAKE ARTS ACADEMY,Elem/Middle/Jr High School,362,600,B,99.91%,100%,30,50,35,50,28,50,29,50,39,50,33,50,56,100,58,100,54,100,NA,NA,NA,NA
SALT LAKE CENTER FOR SCIENCE EDUCATION,SALT LAKE CENTER FOR SCIENCE EDUCATION,Elem/Middle/Jr High School,360,600,B,100%,100%,37,50,27,50,38,50,43,50,34,50,44,50,51,100,32,100,54,100,NA,NA,NA,NA
SALT LAKE CENTER FOR SCIENCE EDUCATION,SALT LAKE CENTER FOR SCIENCE EDUCATION,High School Report,555,900,B,100%,100%,38,50,30,50,40,50,NA,NA,102,150,NA,NA,43,100,33,100,53,100,150,150,66,150
SALT LAKE DISTRICT,BACKMAN SCHOOL,Elem/Middle/Jr High School,250,600,C,100%,100%,27,50,30,50,30,50,30,50,32,50,34,50,20,100,23,100,24,100,NA,NA,NA,NA
SALT LAKE DISTRICT,BEACON HEIGHTS SCHOOL,Elem/Middle/Jr High School,479,600,A,99.84%,100%,39,50,40,50,43,50,NA,NA,135,150,NA,NA,74,100,72,100,76,100,NA,NA,NA,NA
SALT LAKE DISTRICT,BONNEVILLE SCHOOL,Elem/Middle/Jr High School,408,600,A,99.66%,100%,34,50,34,50,28,50,NA,NA,NA,NA,81,150,82,100,78,100,71,100,NA,NA,NA,NA
SALT LAKE DISTRICT,BRYANT MIDDLE,Elem/Middle/Jr High School,232,600,C,99.53%,98.88%,23,50,30,50,32,50,19,50,34,50,32,50,20,100,19,100,23,100,NA,NA,NA,NA
SALT LAKE DISTRICT,CLAYTON MIDDLE,Elem/Middle/Jr High School,374,600,B,99.73%,97.97%,35,50,34,50,31,50,34,50,40,50,35,50,57,100,58,100,50,100,NA,NA,NA,NA
SALT LAKE DISTRICT,DILWORTH SCHOOL,Elem/Middle/Jr High School,437,600,A,100%,100%,39,50,33,50,39,50,42,50,34,50,43,50,70,100,66,100,71,100,NA,NA,NA,NA
SALT LAKE DISTRICT,EAST HIGH,High School Report,387,900,C,99.67%,99.75%,26,50,27,50,28,50,27,50,25,50,31,50,29,100,18,100,27,100,120,150,29,150
SALT LAKE DISTRICT,EDISON SCHOOL,Elem/Middle/Jr High School,293,600,C,99.43%,100%,36,50,35,50,29,50,31,50,33,50,28,50,32,100,41,100,28,100,NA,NA,NA,NA
SALT LAKE DISTRICT,EMERSON SCHOOL,Elem/Middle/Jr High School,258,600,C,99.73%,98.39%,26,50,16,50,21,50,26,50,17,50,14,50,53,100,47,100,38,100,NA,NA,NA,NA
SALT LAKE DISTRICT,ENSIGN SCHOOL,Elem/Middle/Jr High School,498,600,A,100%,100%,43,50,43,50,45,50,50,50,42,50,50,50,77,100,73,100,75,100,NA,NA,NA,NA
SALT LAKE DISTRICT,ESCALANTE SCHOOL,Elem/Middle/Jr High School,239,600,C,99.74%,100%,27,50,27,50,26,50,31,50,31,50,32,50,22,100,23,100,20,100,NA,NA,NA,NA
SALT LAKE DISTRICT,FRANKLIN SCHOOL,Elem/Middle/Jr High School,279,600,C,99.73%,98.81%,34,50,32,50,27,50,38,50,32,50,31,50,30,100,30,100,25,100,NA,NA,NA,NA
SALT LAKE DISTRICT,GLENDALE MIDDLE,Elem/Middle/Jr High School,267,600,C,99.46%,99.87%,32,50,25,50,40,50,35,50,29,50,40,50,22,100,16,100,28,100,NA,NA,NA,NA
SALT LAKE DISTRICT,HAWTHORNE SCHOOL,Elem/Middle/Jr High School,360,600,B,100%,100%,31,50,33,50,28,50,32,50,30,50,25,50,60,100,60,100,61,100,NA,NA,NA,NA
SALT LAKE DISTRICT,HIGHLAND HIGH,High School Report,436,900,C,99.72%,99.67%,34,50,25,50,30,50,31,50,24,50,31,50,46,100,22,100,34,100,123,150,36,150
SALT LAKE DISTRICT,HIGHLAND PARK SCHOOL,Elem/Middle/Jr High School,401,600,A,99.81%,100%,36,50,34,50,33,50,35,50,35,50,38,50,64,100,58,100,68,100,NA,NA,NA,NA
SALT LAKE DISTRICT,HILLSIDE MIDDLE,Elem/Middle/Jr High School,360,600,B,99.63%,99.59%,32,50,34,50,30,50,41,50,32,50,29,50,54,100,56,100,52,100,NA,NA,NA,NA
SALT LAKE DISTRICT,INDIAN HILLS SCHOOL,Elem/Middle/Jr High School,389,600,A,100%,100%,65,100,61,100,54,100,NA,NA,NA,NA,NA,NA,73,100,65,100,71,100,NA,NA,NA,NA
SALT LAKE DISTRICT,INNOVATIONS HIGH SCHOOL,High School Report,0,0,,94.21%,93%,NA,NA,31,75,36,75,NA,NA,39,75,35,75,NA,NA,19,150,59,150,47,150,NA,NA
SALT LAKE DISTRICT,JACKSON SCHOOL,Elem/Middle/Jr High School,252,600,C,99.86%,100%,32,50,28,50,29,50,34,50,31,50,31,50,24,100,22,100,21,100,NA,NA,NA,NA
SALT LAKE DISTRICT,LINCOLN SCHOOL,Elem/Middle/Jr High School,231,600,C,100%,100%,28,50,27,50,34,50,29,50,28,50,30,50,17,100,20,100,18,100,NA,NA,NA,NA
SALT LAKE DISTRICT,M LYNN BENNION SCHOOL,Elem/Middle/Jr High School,354,600,B,100%,100%,40,50,33,50,36,50,40,50,39,50,35,50,48,100,40,100,43,100,NA,NA,NA,NA
SALT LAKE DISTRICT,MEADOWLARK SCHOOL,Elem/Middle/Jr High School,297,600,C,99.86%,100%,37,50,38,50,36,50,37,50,39,50,36,50,22,100,27,100,25,100,NA,NA,NA,NA
SALT LAKE DISTRICT,MOUNTAIN VIEW SCHOOL,Elem/Middle/Jr High School,335,600,B,99.87%,100%,38,50,38,50,41,50,43,50,41,50,40,50,34,100,32,100,28,100,NA,NA,NA,NA
SALT LAKE DISTRICT,NEWMAN SCHOOL,Elem/Middle/Jr High School,310,600,B,100%,100%,31,50,26,50,31,50,33,50,27,50,36,50,46,100,46,100,34,100,NA,NA,NA,NA
SALT LAKE DISTRICT,NIBLEY PARK SCHOOL,Elem/Middle/Jr High School,333,600,B,100%,100%,33,50,38,50,33,50,36,50,40,50,37,50,38,100,42,100,36,100,NA,NA,NA,NA
SALT LAKE DISTRICT,NORTH STAR SCHOOL,Elem/Middle/Jr High School,284,600,C,100%,100%,27,50,28,50,32,50,31,50,36,50,38,50,33,100,32,100,27,100,NA,NA,NA,NA
